,path,ASN_exists,ASN_wavfile,D,DSN_exists,DSN_wavfile,Eseismic,Fs,R,bandratio_[0.8_4.0_16.0],bandratio_[1.0_6.0_11.0],bw_max,bw_min,calib,checked,corrected_ASN_mseed,corrected_DSN_mseed,day,delete,e,elev,energy,filetime,h,hour,ignore,index,kurtosis,l,lat,level_0,lon,magA,magE,medianF,minute,month,class,noise_level,num_gaps,num_traces,peakA,peakF,peakamp,peaktime,percent_availability,quality,r,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,second,sfile,signal_level,skewness,snr,split,subclass,t,length,weight,year,f0,f1
10,miniseed_c/MVOE_/2000/01/2000-01-03-1336-07S.MVO___019.mseed,False,,0.0,True,2000-01-03-1336-07S.MVO___019,12694.1232409,75.0,0.0,-0.755862061252,-2.10632760893,3.8,0.3,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-03-1336-07S.MVO___019.mseed,3.0,False,0.0,270.0,2.55031842676e-11,2000-01-03T13:36:07.040000Z,0.0,13.0,False,28,0.805,0.0,16.7225,28,-62.2098611111,0.458805506907,-0.969104138244,6.4,36.0,1.0,r,1.93013837749e-06,0.0,10.0,3.72626244169e-07,1.9,3.58692972844e-06,14.76,100.0,10.81,100.0,-5.13726180651e-07,2.95583760057e-06,6.24751930812e-09,-2.69550895568e-09,-3.58692972844e-06,9.21579473935e-07,9.21288830189e-07,6.30697220341e-07,7.04,03-1336-07L.S200001,3.58692972844e-06,-0.08,1.83673803205,False,r,0.0,,5.0,2000.0,,
11,miniseed_c/MVOE_/2000/01/2000-01-03-1401-37S.MVO___019.mseed,False,,0.0,True,2000-01-03-1401-37S.MVO___019,9648.23823956,75.0,0.0,-0.863950183626,-2.19165539394,3.45,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-03-1401-37S.MVO___019.mseed,3.0,False,0.0,270.0,2.17459597972e-11,2000-01-03T14:01:37.040000Z,0.0,14.0,False,31,0.45,0.0,16.7130555555,31,-62.2098611111,0.40947819897,-1.05198852177,6.65,1.0,1.0,r,1.7305403131e-06,0.0,10.0,3.02046186289e-07,1.95,3.34446337001e-06,13.47,100.0,11.73,100.0,-5.67644444116e-07,3.00276542416e-06,-7.4370446691e-09,-4.76427602016e-09,-3.16167274058e-06,8.46898080725e-07,8.46782566284e-07,4.7345541391e-07,37.04,03-1401-37L.S200001,3.34446337001e-06,0.045,1.78102741616,False,r,0.0,,1.0,2000.0,,
12,miniseed_c/MVOE_/2000/01/2000-01-03-1612-28S.MVO___019.mseed,False,,0.0,True,2000-01-03-1612-28S.MVO___019,28628.1804135,75.0,0.0,-1.12566210375,-2.29769988365,3.2,0.75,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-03-1612-28S.MVO___019.mseed,3.0,False,0.0,318.5,1.29611352846e-10,2000-01-03T16:12:28.040000Z,0.0,16.0,False,32,3.99,0.0,16.7225,32,-62.2019444444,0.607150738682,-0.730385519774,6.0,12.0,1.0,r,2.85860671578e-06,0.0,10.0,4.82922233886e-07,2.0,7.47371855277e-06,33.04,100.0,10.19,100.0,-6.27260419074e-07,7.09614693266e-06,6.08841435577e-09,1.26849183024e-09,-7.46697386966e-06,1.38028738033e-06,1.38025401074e-06,6.29031768776e-07,28.04,03-1612-28L.S200001,7.47371855277e-06,0.02,2.39469773016,False,r,0.0,,1.0,2000.0,,
13,miniseed_c/MVOE_/2000/01/2000-01-04-1919-01S.MVO___019.mseed,False,,0.0,True,2000-01-04-1919-01S.MVO___019,25261.759995,75.0,0.0,-1.4736755314,-2.43919198171,3.4,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-04-1919-01S.MVO___019.mseed,4.0,False,0.0,350.0,3.05290756845e-11,2000-01-04T19:19:01.040000Z,0.0,19.0,False,39,0.585,0.0,16.7283333333,39,-62.205,0.523410239171,-0.765222434422,5.0,19.0,1.0,r,1.95509964487e-06,0.0,10.0,4.20674113546e-07,1.95,3.80955178643e-06,15.535,100.0,12.54,100.0,-6.15223447947e-07,3.79444783028e-06,4.49769593483e-09,1.47700704711e-08,-3.50144834984e-06,9.61598856367e-07,9.61543853348e-07,6.32823231886e-07,1.04,04-1919-01L.S200001,3.80955178643e-06,0.0,1.90917098681,False,r,0.0,,3.0,2000.0,,
14,miniseed_c/MVOE_/2000/01/2000-01-05-1954-33S.MVO___019.mseed,False,,0.0,True,2000-01-05-1954-33S.MVO___019,26316.2155975,75.0,0.0,-1.21743439398,-2.39608301417,3.3,0.4,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-05-1954-33S.MVO___019.mseed,5.0,False,0.0,270.0,4.79026871709e-11,2000-01-05T19:54:33.040000Z,0.0,19.0,False,51,1.655,0.0,16.7225,51,-62.2098611111,0.568621000789,-0.803720805133,5.65,54.0,1.0,r,2.1546108509e-06,0.0,10.0,3.86154013883e-07,1.75,4.63497793022e-06,15.505,100.0,9.58,100.0,-6.0020630713e-07,4.29687189157e-06,6.01847487452e-09,6.56978408166e-09,-4.46923642553e-06,1.04340641697e-06,1.04333599945e-06,6.0876511803e-07,33.04,05-1954-33L.S200001,4.63497793022e-06,-0.02,2.07067347374,False,r,0.0,,3.0,2000.0,,
15,miniseed_c/MVOE_/2000/01/2000-01-06-1416-00S.MVO___019.mseed,False,,0.0,True,2000-01-06-1416-00S.MVO___019,19840.507152,75.0,0.0,-0.46319312818,-1.78702848543,3.75,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-06-1416-00S.MVO___019.mseed,6.0,False,0.0,253.0,3.66803225624e-11,2000-01-06T14:16:00.040000Z,0.0,14.0,False,53,0.685,0.0,16.7188888888,53,-62.2147222222,0.632174098145,-0.850365286407,6.05,16.0,1.0,r,2.5287269904e-06,0.0,10.0,5.08830099607e-07,1.75,4.7006471182e-06,16.53,100.0,9.73,100.0,-7.1145083674e-07,4.46535871769e-06,-2.84221797261e-09,3.27125565956e-09,-4.65994069621e-06,1.12435257309e-06,1.12429541341e-06,7.10415508508e-07,0.04,06-1416-00L.S200001,4.7006471182e-06,-0.005,1.98852179769,False,r,0.0,,1.0,2000.0,,
16,miniseed_c/MVOE_/2000/01/2000-01-10-1513-32S.MVO___019.mseed,False,,0.0,True,2000-01-10-1513-32S.MVO___019,45617.4382034,75.0,0.0,0.387792160745,-1.36117935383,4.35,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-10-1513-32S.MVO___019.mseed,10.0,False,0.0,270.0,7.17694284567e-11,2000-01-10T15:13:32.040000Z,0.0,15.0,False,73,0.6,0.0,16.7225,73,-62.2098611111,0.604021916481,-0.60069867989,7.5,13.0,1.0,r,1.81793177645e-06,0.0,10.0,4.10619570466e-07,0.95,4.04790129504e-06,21.265,100.0,12.0,100.0,-6.09551611979e-07,3.88735773672e-06,3.90435667952e-09,1.32370881604e-08,-4.04790129504e-06,9.23244633065e-07,9.23223088917e-07,5.97457228394e-07,32.04,10-1513-32L.S200001,4.04790129504e-06,0.02,2.29422115582,False,r,0.0,,1.0,2000.0,,
17,miniseed_c/MVOE_/2000/01/2000-01-12-1122-48S.MVO___019.mseed,False,,0.0,True,2000-01-12-1122-48S.MVO___019,41908.9401693,75.0,0.0,-0.605928957118,-2.16076871801,4.35,1.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-12-1122-48S.MVO___019.mseed,12.0,False,0.0,321.0,1.42081674284e-10,2000-01-12T11:22:48.040000Z,0.0,11.0,False,94,1.785,0.0,16.7130555555,94,-62.175,0.534934270497,-0.627759559281,5.35,22.0,1.0,r,3.11349054183e-06,0.0,8.0,4.97426587198e-07,2.5,6.88004873275e-06,19.495,100.0,9.705,100.0,-8.03377657674e-07,6.4677295997e-06,6.10165714044e-09,-2.00459911055e-08,-6.33879871178e-06,1.44491717331e-06,1.44490313261e-06,8.07467807262e-07,48.04,12-1122-48L.S200001,6.88004873275e-06,0.14,2.23821293131,False,r,0.0,,2.0,2000.0,,
18,miniseed_c/MVOE_/2000/01/2000-01-12-1208-16S.MVO___019.mseed,False,,0.0,True,2000-01-12-1208-16S.MVO___019,411084.723355,75.0,0.0,-1.626962699,-3.13472473224,3.3,1.7,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-12-1208-16S.MVO___019.mseed,12.0,False,0.0,355.0,8.52942741323e-10,2000-01-12T12:08:16.040000Z,0.0,12.0,False,96,8.94,0.0,16.7166666667,96,-62.175,0.99806040569,0.0426208919457,4.8,8.0,1.0,r,6.11021724064e-06,0.0,9.0,7.76495652512e-07,2.4,1.96852885408e-05,22.89,100.0,11.06,100.0,-9.1295231475e-07,1.96852885408e-05,-2.30226269382e-09,-3.96587007763e-09,-1.87225494845e-05,2.65501667879e-06,2.65501371213e-06,9.07912321849e-07,16.04,12-1208-16L.S200001,1.96852885408e-05,0.03,2.87655879334,False,r,0.0,,4.0,2000.0,,
19,miniseed_c/MVOE_/2000/01/2000-01-12-1312-03S.MVO___019.mseed,False,,0.0,True,2000-01-12-1312-03S.MVO___019,24551.4937596,75.0,0.0,-0.327227263881,-1.81692878313,4.5,0.6,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-12-1312-03S.MVO___019.mseed,12.0,False,0.0,253.0,3.8781369711e-11,2000-01-12T13:12:03.040000Z,0.0,13.0,False,98,0.67,0.0,16.7130555555,98,-62.2147222222,0.526850152985,-0.773531864746,5.2,12.0,1.0,r,2.02759507977e-06,0.0,10.0,3.92082187566e-07,2.5,3.71197845836e-06,16.475,100.0,11.22,100.0,-6.2936780917e-07,3.67582556945e-06,-5.64081642292e-09,-7.04566662935e-09,-3.64944258793e-06,9.45116039573e-07,9.43640065143e-07,5.73657828206e-07,3.04,12-1312-03L.S200001,3.71197845836e-06,-0.065,1.95834678007,False,r,0.0,,2.0,2000.0,,
20,miniseed_c/MVOE_/2000/01/2000-01-12-1355-40S.MVO___019.mseed,False,,0.0,True,2000-01-12-1355-40S.MVO___019,8637.86493527,75.0,0.0,-0.038725030751,-1.40426239302,2.3,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-12-1355-40S.MVO___019.mseed,12.0,False,0.0,270.0,1.96768019391e-11,2000-01-12T13:55:40.040000Z,0.0,13.0,False,103,0.44,0.0,16.7225,103,-62.2098611111,0.282879145881,-1.08484237571,6.15,55.0,1.0,r,1.16039833687e-06,0.0,10.0,2.63521696341e-07,0.9,2.1818648406e-06,25.28,100.0,10.64,100.0,-3.78739002133e-07,2.04469930975e-06,-1.8887823432e-10,3.279194414e-11,-2.13461673864e-06,5.9787167823e-07,5.97797165961e-07,4.05688871186e-07,40.04,12-1355-40L.S200001,2.1818648406e-06,0.04,1.91080712386,False,r,0.0,,3.0,2000.0,,
21,miniseed_c/MVOE_/2000/01/2000-01-12-1935-18S.MVO___019.mseed,False,,0.0,True,2000-01-12-1935-18S.MVO___019,7171.2320104,75.0,0.0,0.168759137322,-1.43579401997,3.7,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-12-1935-18S.MVO___019.mseed,12.0,False,0.0,270.0,1.64176230659e-11,2000-01-12T19:35:18.040000Z,0.0,19.0,False,107,0.455,0.0,16.7130555555,107,-62.2098611111,0.247950308646,-1.13369416737,7.55,35.0,1.0,r,1.07250145199e-06,0.0,10.0,2.61499964534e-07,0.7,2.17390682332e-06,19.48,100.0,10.75,100.0,-3.92227232161e-07,2.13226134751e-06,-1.94171662739e-09,2.37874967478e-09,-2.10326078733e-06,6.09750788397e-07,6.09410842361e-07,4.09827835037e-07,18.04,12-1935-18L.S200001,2.17390682332e-06,-0.005,1.87904286287,False,r,0.0,,6.0,2000.0,,
22,miniseed_c/MVOE_/2000/01/2000-01-12-2356-58S.MVO___019.mseed,False,,0.0,True,2000-01-12-2356-58S.MVO___019,7104.16505947,75.0,0.0,-0.259909445831,-1.62655818642,2.4,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-12-2356-58S.MVO___019.mseed,12.0,False,0.0,270.0,1.38290334677e-11,2000-01-12T23:56:58.040000Z,0.0,23.0,False,114,0.475,0.0,16.7225,114,-62.2098611111,0.290416060377,-1.1326624356,7.3,56.0,1.0,r,1.08826151428e-06,0.0,10.0,2.42889619051e-07,0.6,2.11459674282e-06,16.92,100.0,10.61,100.0,-3.65275566874e-07,1.91125327125e-06,-4.21120324602e-09,-5.45059403114e-09,-1.99618627374e-06,5.66717866066e-07,5.66469171483e-07,3.73661708863e-07,58.04,12-2356-58L.S200001,2.11459674282e-06,0.07,1.90158615862,False,r,0.0,,6.0,2000.0,,
23,miniseed_c/MVOE_/2000/01/2000-01-13-1854-13S.MVO___019.mseed,False,,0.0,True,2000-01-13-1854-13S.MVO___019,12181.2937615,75.0,0.0,-0.45417636944,-2.2056132472,3.3,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-13-1854-13S.MVO___019.mseed,13.0,False,49.0,270.0,2.67491517124e-11,2000-01-13T18:54:13.040000Z,0.0,18.0,False,134,0.34,0.0,16.7130555555,134,-62.2098611111,0.391768891062,-0.976338954747,6.6,54.0,1.0,r,1.56453058478e-06,0.0,10.0,2.87594416391e-07,1.15,3.25901750445e-06,17.465,100.0,14.02,50.0,-5.30173130881e-07,2.95832854058e-06,-4.61579901375e-09,3.62245475962e-09,-2.96729304684e-06,8.38904941001e-07,8.38893166424e-07,5.31133543365e-07,13.04,13-1854-13L.S200001,3.25901750445e-06,-0.02,1.97402178032,False,e,0.0,,7.0,2000.0,,
24,miniseed_c/MVOE_/2000/01/2000-01-13-2347-27S.MVO___019.mseed,False,,0.0,True,2000-01-13-2347-27S.MVO___019,78143.6856591,75.0,0.0,-0.707001998938,-2.36410409927,3.9,1.45,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-13-2347-27S.MVO___019.mseed,13.0,False,0.0,253.0,1.27395188799e-10,2000-01-13T23:47:27.040000Z,0.0,23.0,False,138,4.075,0.0,16.7188888888,138,-62.2147222222,0.819930799683,-0.438073162944,5.05,47.0,1.0,r,3.24750033886e-06,0.0,10.0,5.01597166124e-07,2.7,7.11901727393e-06,35.31,100.0,12.23,100.0,-6.05398613999e-07,6.69388647138e-06,-9.47378855384e-09,-1.4045682231e-08,-6.50974808405e-06,1.32922131963e-06,1.32887627459e-06,5.51326961264e-07,27.04,13-2347-27L.S200001,7.11901727393e-06,-0.005,2.43454303168,False,e,0.0,,1.0,2000.0,,
25,miniseed_c/MVOE_/2000/01/2000-01-15-0547-10S.MVO___019.mseed,False,,0.0,True,2000-01-15-0547-10S.MVO___019,7093.01059854,75.0,0.0,-0.15561261152,-1.75757548804,3.15,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-15-0547-10S.MVO___019.mseed,15.0,False,0.0,270.0,9.21607226886e-12,2000-01-15T05:47:10.040000Z,0.0,5.0,False,160,0.745,0.0,16.7225,160,-62.2098611111,0.334972631007,-1.13298168346,6.3,47.0,1.0,r,1.20752825331e-06,0.0,10.0,1.9417464228e-07,1.1,2.10223861732e-06,14.325,100.0,9.75,50.0,-3.10883182695e-07,2.02421783033e-06,2.29304830976e-09,-3.50780753959e-09,-2.10223861732e-06,5.36638480308e-07,5.36624927331e-07,3.29537472278e-07,10.04,15-0547-10L.S200001,2.10223861732e-06,0.0,1.78960318689,False,r,0.0,,5.0,2000.0,,
26,miniseed_c/MVOE_/2000/01/2000-01-15-0632-56S.MVO___019.mseed,False,,0.0,True,2000-01-15-0632-56S.MVO___019,51842.3795982,75.0,0.0,-0.163357158573,-1.96550556699,4.0,1.6,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-15-0632-56S.MVO___019.mseed,15.0,False,0.0,253.0,8.63531359691e-11,2000-01-15T06:32:56.040000Z,0.0,6.0,False,164,1.635,0.0,16.7188888888,164,-62.2147222222,0.602038975262,-0.556909827583,5.8,32.0,1.0,r,1.87459084094e-06,0.0,10.0,2.40305654215e-07,3.05,4.46487240888e-06,43.54,100.0,9.11,70.0,-5.15672705111e-07,4.33722425982e-06,-1.7272689265e-11,5.38047963451e-09,-4.19763024755e-06,9.15435519587e-07,9.15337772915e-07,5.02372068778e-07,56.04,15-0632-56L.S200001,4.46487240888e-06,-0.045,2.57220829546,False,r,0.0,,1.0,2000.0,,
27,miniseed_c/MVOE_/2000/01/2000-01-15-1725-55S.MVO___019.mseed,False,,0.0,True,2000-01-15-1725-55S.MVO___019,7250.8563845,75.0,0.0,0.33275294097,-1.4277732979,4.1,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/01/2000-01-15-1725-55S.MVO___019.mseed,15.0,False,0.0,270.0,1.3155589641e-11,2000-01-15T17:25:55.040000Z,0.0,17.0,False,193,0.465,0.0,16.7225,193,-62.2098611111,0.265099695461,-1.12707999091,7.35,25.0,1.0,r,1.01105889056e-06,0.0,10.0,1.79654856038e-07,1.1,2.26927774258e-06,16.95,100.0,9.88,100.0,-3.38092873395e-07,2.14610249491e-06,-1.85336054388e-09,-5.0447356524e-09,-1.94857328914e-06,5.01949581385e-07,5.01944076366e-07,3.06888705213e-07,55.04,15-1725-55L.S200001,2.26927774258e-06,0.025,2.15459584602,False,r,0.0,,5.0,2000.0,,
